temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,city,country,date,year,month
-4.2,-7.6,-6.0,0.0,25.5,New York,USA,2000-12-28,2000,12
-0.8,-9.1,-5.4,0.0,12.8,New York,USA,2000-12-29,2000,12
0.4,-5.0,-2.8,28.3,26.3,New York,USA,2000-12-30,2000,12
-3.0,-7.2,-4.7,0.0,24.7,New York,USA,2000-12-31,2000,12
-2.8,-10.9,-7.7,0.0,14.5,New York,USA,2001-01-01,2001,1
-5.0,-14.1,-9.9,0.0,13.4,New York,USA,2001-01-02,2001,1
-4.8,-15.6,-11.4,0.0,11.2,New York,USA,2001-01-03,2001,1
-1.4,-14.2,-8.8,0.0,13.0,New York,USA,2001-01-04,2001,1
-0.6,-13.3,-6.4,4.3,12.4,New York,USA,2001-01-05,2001,1
1.4,-10.4,-4.2,0.0,14.9,New York,USA,2001-01-06,2001,1
1.7,-9.9,-4.2,0.0,11.1,New York,USA,2001-01-07,2001,1
1.8,-6.7,-1.9,5.1,11.6,New York,USA,2001-01-08,2001,1
0.5,-6.9,-2.4,0.9,18.7,New York,USA,2001-01-09,2001,1
-1.9,-8.2,-4.9,0.0,18.4,New York,USA,2001-01-10,2001,1
4.7,-8.5,-2.5,0.0,14.0,New York,USA,2001-01-11,2001,1
1.9,-6.5,-3.0,0.0,14.1,New York,USA,2001-01-12,2001,1
1.9,-8.4,-3.6,0.0,12.0,New York,USA,2001-01-13,2001,1
3.5,-5.7,-1.2,0.0,12.2,New York,USA,2001-01-14,2001,1
2.3,0.3,1.2,4.7,11.0,New York,USA,2001-01-15,2001,1
5.7,0.0,2.1,0.3,18.2,New York,USA,2001-01-16,2001,1
4.3,-3.7,-0.3,0.0,15.7,New York,USA,2001-01-17,2001,1
1.5,-3.9,-1.0,0.9,9.8,New York,USA,2001-01-18,2001,1
2.8,-1.1,1.0,19.3,11.1,New York,USA,2001-01-19,2001,1
1.5,-1.9,0.0,14.0,21.2,New York,USA,2001-01-20,2001,1
-1.7,-9.4,-4.6,11.2,24.3,New York,USA,2001-01-21,2001,1
-0.2,-14.2,-7.7,0.0,11.6,New York,USA,2001-01-22,2001,1
1.4,-9.6,-4.5,0.0,11.9,New York,USA,2001-01-23,2001,1
2.5,-9.3,-4.0,0.0,12.8,New York,USA,2001-01-24,2001,1
2.1,-5.2,-2.1,0.0,17.4,New York,USA,2001-01-25,2001,1
-0.1,-10.5,-5.8,0.0,14.7,New York,USA,2001-01-26,2001,1
2.7,-5.8,-1.5,0.5,19.4,New York,USA,2001-01-27,2001,1
1.2,-5.7,-2.6,0.0,17.1,New York,USA,2001-01-28,2001,1
1.1,-5.4,-2.6,0.0,10.8,New York,USA,2001-01-29,2001,1
9.4,-3.3,2.6,9.0,21.4,New York,USA,2001-01-30,2001,1
8.7,-1.5,3.0,0.0,24.4,New York,USA,2001-01-31,2001,1
6.5,-2.6,1.8,0.0,18.7,New York,USA,2001-02-01,2001,2
5.2,-1.3,1.6,1.8,23.3,New York,USA,2001-02-02,2001,2
-0.4,-5.2,-3.6,0.0,23.8,New York,USA,2001-02-03,2001,2
2.4,-4.9,-1.9,0.0,13.3,New York,USA,2001-02-04,2001,2
2.2,-3.0,0.2,28.0,26.5,New York,USA,2001-02-05,2001,2
4.3,-1.0,1.3,0.0,22.7,New York,USA,2001-02-06,2001,2
4.0,-4.8,-0.6,0.0,14.0,New York,USA,2001-02-07,2001,2
1.6,-6.2,-2.1,0.0,12.3,New York,USA,2001-02-08,2001,2
10.1,0.0,4.5,0.0,18.6,New York,USA,2001-02-09,2001,2
12.0,-3.5,5.9,1.6,30.5,New York,USA,2001-02-10,2001,2
-1.5,-7.5,-4.6,0.0,24.2,New York,USA,2001-02-11,2001,2
-1.5,-9.8,-5.7,0.0,13.6,New York,USA,2001-02-12,2001,2
7.6,-2.5,2.1,1.5,12.1,New York,USA,2001-02-13,2001,2
5.6,-2.3,2.2,1.3,11.2,New York,USA,2001-02-14,2001,2
6.7,0.5,4.7,0.0,13.4,New York,USA,2001-02-15,2001,2
4.2,-1.2,1.4,7.5,8.3,New York,USA,2001-02-16,2001,2
2.0,-5.6,-0.3,1.7,34.0,New York,USA,2001-02-17,2001,2
0.1,-8.0,-4.4,0.0,21.1,New York,USA,2001-02-18,2001,2
4.5,-6.0,-0.9,0.0,20.8,New York,USA,2001-02-19,2001,2
11.6,0.5,5.0,0.2,13.0,New York,USA,2001-02-20,2001,2
5.3,-5.0,2.4,0.0,23.4,New York,USA,2001-02-21,2001,2
-4.6,-8.6,-6.2,5.7,16.7,New York,USA,2001-02-22,2001,2
2.9,-6.1,-2.4,1.6,16.7,New York,USA,2001-02-23,2001,2
1.2,-9.1,-3.7,0.0,13.7,New York,USA,2001-02-24,2001,2
10.7,-2.4,4.4,6.2,23.3,New York,USA,2001-02-25,2001,2
11.5,0.3,6.1,0.0,23.7,New York,USA,2001-02-26,2001,2
10.1,-2.7,2.7,0.0,16.5,New York,USA,2001-02-27,2001,2
2.7,-4.6,-0.4,0.0,17.2,New York,USA,2001-02-28,2001,2
3.1,-4.7,-1.2,0.0,18.9,New York,USA,2001-03-01,2001,3
6.3,-1.9,1.3,1.3,13.7,New York,USA,2001-03-02,2001,3
7.9,-0.4,3.3,0.0,10.3,New York,USA,2001-03-03,2001,3
1.8,-1.1,0.5,6.0,21.5,New York,USA,2001-03-04,2001,3
0.0,-1.9,-1.2,12.7,25.8,New York,USA,2001-03-05,2001,3
0.6,-3.0,-1.1,7.1,30.8,New York,USA,2001-03-06,2001,3
3.6,-2.9,0.0,0.1,17.7,New York,USA,2001-03-07,2001,3
3.3,-1.0,0.9,0.0,13.4,New York,USA,2001-03-08,2001,3
4.7,-1.4,1.2,9.4,19.5,New York,USA,2001-03-09,2001,3
5.8,-3.1,0.6,0.0,27.6,New York,USA,2001-03-10,2001,3
9.8,-4.7,1.9,0.1,21.5,New York,USA,2001-03-11,2001,3
6.4,-5.7,0.5,0.0,12.9,New York,USA,2001-03-12,2001,3
7.8,1.4,5.0,20.2,20.9,New York,USA,2001-03-13,2001,3
8.3,1.1,4.4,0.4,30.4,New York,USA,2001-03-14,2001,3
11.2,-1.1,5.1,0.0,12.7,New York,USA,2001-03-15,2001,3
11.1,-0.8,5.3,0.2,11.3,New York,USA,2001-03-16,2001,3
7.0,2.1,4.2,2.4,12.6,New York,USA,2001-03-17,2001,3
7.7,1.0,3.8,1.1,27.7,New York,USA,2001-03-18,2001,3
10.3,-0.8,3.9,0.0,20.5,New York,USA,2001-03-19,2001,3
10.1,-1.8,4.0,0.0,12.1,New York,USA,2001-03-20,2001,3
6.7,3.7,5.1,14.2,34.1,New York,USA,2001-03-21,2001,3
7.1,3.5,5.2,8.0,28.8,New York,USA,2001-03-22,2001,3
12.4,2.1,6.6,0.0,35.0,New York,USA,2001-03-23,2001,3
10.9,2.0,6.0,0.5,28.7,New York,USA,2001-03-24,2001,3
6.7,-2.4,1.8,0.0,22.9,New York,USA,2001-03-25,2001,3
2.8,-2.8,0.1,4.8,19.3,New York,USA,2001-03-26,2001,3
4.7,-4.5,-0.5,0.0,20.0,New York,USA,2001-03-27,2001,3
8.1,-3.4,1.8,0.0,13.5,New York,USA,2001-03-28,2001,3
7.3,-1.9,3.2,3.3,15.3,New York,USA,2001-03-29,2001,3
6.7,3.2,4.5,39.8,29.5,New York,USA,2001-03-30,2001,3
8.7,-1.4,4.5,0.2,11.4,New York,USA,2001-03-31,2001,3
5.0,3.0,4.0,0.3,10.7,New York,USA,2001-04-01,2001,4
9.2,1.9,5.0,0.5,18.4,New York,USA,2001-04-02,2001,4
11.1,-1.1,5.3,0.0,16.6,New York,USA,2001-04-03,2001,4
11.3,0.3,5.9,0.0,14.0,New York,USA,2001-04-04,2001,4
15.1,-0.4,7.3,0.0,11.7,New York,USA,2001-04-05,2001,4
10.2,3.9,7.6,4.4,12.0,New York,USA,2001-04-06,2001,4
11.3,4.9,8.0,0.0,15.3,New York,USA,2001-04-07,2001,4
11.2,4.9,7.5,2.6,14.3,New York,USA,2001-04-08,2001,4
22.4,5.0,13.3,10.9,11.1,New York,USA,2001-04-09,2001,4
15.8,8.1,11.7,1.2,17.3,New York,USA,2001-04-10,2001,4
11.4,6.6,8.7,0.7,15.2,New York,USA,2001-04-11,2001,4
17.1,7.8,11.7,2.5,15.6,New York,USA,2001-04-12,2001,4
20.9,11.3,15.4,0.4,21.1,New York,USA,2001-04-13,2001,4
17.6,6.1,11.3,0.0,16.8,New York,USA,2001-04-14,2001,4
16.6,4.3,10.4,0.2,12.7,New York,USA,2001-04-15,2001,4
13.6,6.2,9.2,2.5,14.7,New York,USA,2001-04-16,2001,4
10.6,4.6,7.5,4.3,13.0,New York,USA,2001-04-17,2001,4
11.2,3.4,6.4,3.1,24.6,New York,USA,2001-04-18,2001,4
11.6,-0.0,5.8,0.0,17.4,New York,USA,2001-04-19,2001,4
16.7,2.0,9.5,0.4,10.8,New York,USA,2001-04-20,2001,4
18.9,9.1,13.4,3.7,9.8,New York,USA,2001-04-21,2001,4
27.2,13.1,19.4,0.7,19.2,New York,USA,2001-04-22,2001,4
21.4,12.1,16.7,0.0,13.0,New York,USA,2001-04-23,2001,4
27.4,14.5,19.8,0.0,23.0,New York,USA,2001-04-24,2001,4
12.5,7.8,10.0,0.0,22.4,New York,USA,2001-04-25,2001,4
15.1,5.1,10.2,0.0,14.2,New York,USA,2001-04-26,2001,4
20.5,4.1,12.5,0.0,13.3,New York,USA,2001-04-27,2001,4
16.0,8.7,12.0,0.0,19.6,New York,USA,2001-04-28,2001,4
16.2,4.8,10.5,0.0,16.4,New York,USA,2001-04-29,2001,4
22.4,6.4,14.5,0.0,13.6,New York,USA,2001-04-30,2001,4
27.4,11.6,19.5,0.0,13.5,New York,USA,2001-05-01,2001,5
29.6,14.0,21.7,0.0,13.7,New York,USA,2001-05-02,2001,5
30.2,15.3,22.9,0.0,13.1,New York,USA,2001-05-03,2001,5
31.5,17.1,24.1,0.0,14.0,New York,USA,2001-05-04,2001,5
22.7,15.7,19.9,0.1,19.1,New York,USA,2001-05-05,2001,5
16.5,9.3,12.9,0.0,16.6,New York,USA,2001-05-06,2001,5
15.9,5.8,10.5,0.0,13.3,New York,USA,2001-05-07,2001,5
18.0,6.3,12.2,0.0,16.1,New York,USA,2001-05-08,2001,5
22.0,8.5,15.5,0.0,7.2,New York,USA,2001-05-09,2001,5
26.6,12.2,19.8,0.0,13.2,New York,USA,2001-05-10,2001,5
29.1,12.5,21.2,0.0,11.1,New York,USA,2001-05-11,2001,5
28.6,15.6,21.6,0.2,22.4,New York,USA,2001-05-12,2001,5
19.8,12.4,15.6,0.0,22.0,New York,USA,2001-05-13,2001,5
19.6,9.3,14.4,1.4,20.6,New York,USA,2001-05-14,2001,5
21.1,9.3,15.3,0.0,25.1,New York,USA,2001-05-15,2001,5
16.7,10.0,13.3,0.0,17.1,New York,USA,2001-05-16,2001,5
15.3,11.1,13.0,0.0,12.2,New York,USA,2001-05-17,2001,5
15.4,11.9,13.6,0.5,15.3,New York,USA,2001-05-18,2001,5
24.8,11.8,18.1,0.5,7.3,New York,USA,2001-05-19,2001,5
16.3,11.5,13.7,0.0,19.7,New York,USA,2001-05-20,2001,5
15.8,11.2,13.1,4.7,19.2,New York,USA,2001-05-21,2001,5
15.4,13.7,14.3,15.7,18.1,New York,USA,2001-05-22,2001,5
16.4,13.2,14.7,4.3,14.8,New York,USA,2001-05-23,2001,5
20.9,13.6,16.3,0.3,17.4,New York,USA,2001-05-24,2001,5
15.6,13.1,14.2,0.9,18.8,New York,USA,2001-05-25,2001,5
19.1,13.6,15.7,0.9,14.8,New York,USA,2001-05-26,2001,5
19.9,14.1,16.3,3.0,12.0,New York,USA,2001-05-27,2001,5
21.4,13.7,17.7,2.1,17.9,New York,USA,2001-05-28,2001,5
22.4,12.0,16.9,4.5,11.8,New York,USA,2001-05-29,2001,5
17.1,11.1,14.1,0.0,26.8,New York,USA,2001-05-30,2001,5
19.2,8.9,13.8,0.0,20.4,New York,USA,2001-05-31,2001,5
19.9,8.9,14.4,4.2,16.1,New York,USA,2001-06-01,2001,6
22.6,13.5,18.0,20.3,16.7,New York,USA,2001-06-02,2001,6
21.4,14.7,17.9,5.1,19.6,New York,USA,2001-06-03,2001,6
21.0,12.3,16.9,0.0,16.3,New York,USA,2001-06-04,2001,6
22.8,12.4,17.9,0.0,16.3,New York,USA,2001-06-05,2001,6
23.3,15.7,19.1,0.0,15.0,New York,USA,2001-06-06,2001,6
23.6,12.9,18.7,0.0,11.9,New York,USA,2001-06-07,2001,6
25.1,14.6,19.9,0.0,15.6,New York,USA,2001-06-08,2001,6
25.6,12.8,19.9,0.0,13.4,New York,USA,2001-06-09,2001,6
26.2,13.7,20.5,0.0,16.5,New York,USA,2001-06-10,2001,6
27.5,16.2,21.8,5.1,16.3,New York,USA,2001-06-11,2001,6
27.7,16.2,21.6,0.1,12.3,New York,USA,2001-06-12,2001,6
28.1,18.8,22.8,0.1,10.4,New York,USA,2001-06-13,2001,6
27.7,20.2,22.7,0.0,12.3,New York,USA,2001-06-14,2001,6
27.2,19.1,22.5,0.0,13.8,New York,USA,2001-06-15,2001,6
26.5,20.5,23.1,4.2,16.0,New York,USA,2001-06-16,2001,6
22.8,19.9,21.0,62.5,20.9,New York,USA,2001-06-17,2001,6
27.4,17.6,22.4,0.0,16.6,New York,USA,2001-06-18,2001,6
29.1,17.3,23.2,0.0,15.1,New York,USA,2001-06-19,2001,6
30.2,18.8,24.4,0.3,12.3,New York,USA,2001-06-20,2001,6
23.6,19.4,21.7,9.5,14.9,New York,USA,2001-06-21,2001,6
24.8,19.3,22.1,1.3,21.1,New York,USA,2001-06-22,2001,6
24.8,20.7,22.2,21.1,21.2,New York,USA,2001-06-23,2001,6
25.1,17.9,21.3,1.6,11.5,New York,USA,2001-06-24,2001,6
26.7,16.9,22.2,0.0,8.4,New York,USA,2001-06-25,2001,6
29.2,17.4,23.7,0.0,9.0,New York,USA,2001-06-26,2001,6
31.2,19.7,25.6,0.0,16.4,New York,USA,2001-06-27,2001,6
31.5,21.6,26.4,0.0,16.3,New York,USA,2001-06-28,2001,6
27.3,21.0,24.1,0.0,14.4,New York,USA,2001-06-29,2001,6
32.9,22.1,27.0,0.5,16.1,New York,USA,2001-06-30,2001,6
30.8,21.7,25.6,11.8,21.3,New York,USA,2001-07-01,2001,7
21.9,13.8,17.9,0.0,22.7,New York,USA,2001-07-02,2001,7
25.0,14.0,20.1,0.0,17.6,New York,USA,2001-07-03,2001,7
26.2,18.1,21.8,9.4,13.1,New York,USA,2001-07-04,2001,7
27.6,19.3,23.1,0.9,15.3,New York,USA,2001-07-05,2001,7
22.3,16.4,19.6,0.0,21.7,New York,USA,2001-07-06,2001,7
26.0,14.8,20.7,0.0,14.1,New York,USA,2001-07-07,2001,7
23.7,18.9,21.3,1.6,13.9,New York,USA,2001-07-08,2001,7
29.3,19.1,24.0,2.2,8.4,New York,USA,2001-07-09,2001,7
31.5,19.6,25.0,1.5,14.6,New York,USA,2001-07-10,2001,7
26.7,19.9,22.7,1.8,19.6,New York,USA,2001-07-11,2001,7
24.4,16.6,20.8,0.0,18.9,New York,USA,2001-07-12,2001,7
23.9,14.1,19.8,0.0,13.3,New York,USA,2001-07-13,2001,7
25.0,15.9,20.9,0.0,16.9,New York,USA,2001-07-14,2001,7
27.3,16.2,22.0,0.0,16.3,New York,USA,2001-07-15,2001,7
29.0,16.4,23.2,0.0,10.1,New York,USA,2001-07-16,2001,7
30.1,19.4,24.2,1.8,12.5,New York,USA,2001-07-17,2001,7
25.6,19.7,22.0,2.0,14.1,New York,USA,2001-07-18,2001,7
24.9,18.6,21.2,0.0,16.4,New York,USA,2001-07-19,2001,7
26.2,16.5,21.5,0.0,12.3,New York,USA,2001-07-20,2001,7
29.3,15.0,22.6,0.0,14.8,New York,USA,2001-07-21,2001,7
29.0,16.9,23.0,0.0,17.5,New York,USA,2001-07-22,2001,7
31.4,17.7,24.8,0.0,15.8,New York,USA,2001-07-23,2001,7
33.3,22.0,27.8,0.0,18.8,New York,USA,2001-07-24,2001,7
35.0,24.9,29.3,0.6,18.0,New York,USA,2001-07-25,2001,7
26.6,18.3,22.3,20.9,21.4,New York,USA,2001-07-26,2001,7
24.1,15.8,19.6,0.0,16.4,New York,USA,2001-07-27,2001,7
24.8,15.3,20.1,0.0,14.1,New York,USA,2001-07-28,2001,7
22.9,16.6,20.1,0.0,16.1,New York,USA,2001-07-29,2001,7
24.0,17.8,20.6,0.0,14.1,New York,USA,2001-07-30,2001,7
26.5,16.0,21.2,0.0,12.3,New York,USA,2001-07-31,2001,7
30.0,16.6,23.8,0.0,12.1,New York,USA,2001-08-01,2001,8
31.8,19.8,25.9,0.0,18.3,New York,USA,2001-08-02,2001,8
30.7,21.1,25.7,0.1,17.1,New York,USA,2001-08-03,2001,8
28.6,21.4,24.5,9.6,13.0,New York,USA,2001-08-04,2001,8
28.7,19.6,24.1,1.9,10.3,New York,USA,2001-08-05,2001,8
32.2,21.2,26.8,0.0,12.0,New York,USA,2001-08-06,2001,8
35.6,23.2,29.2,0.0,13.8,New York,USA,2001-08-07,2001,8
35.5,25.0,29.9,0.0,11.6,New York,USA,2001-08-08,2001,8
37.4,23.2,30.6,0.0,16.9,New York,USA,2001-08-09,2001,8
36.4,26.7,29.5,3.8,17.3,New York,USA,2001-08-10,2001,8
28.8,22.9,24.9,0.3,14.0,New York,USA,2001-08-11,2001,8
25.4,22.2,23.3,17.0,10.9,New York,USA,2001-08-12,2001,8
28.0,22.0,23.9,15.1,10.0,New York,USA,2001-08-13,2001,8
27.8,20.7,23.7,0.0,13.6,New York,USA,2001-08-14,2001,8
26.4,19.5,22.6,0.0,10.0,New York,USA,2001-08-15,2001,8
27.5,18.3,22.6,0.0,17.3,New York,USA,2001-08-16,2001,8
29.7,20.7,25.1,0.3,17.1,New York,USA,2001-08-17,2001,8
28.4,19.2,24.4,0.0,11.8,New York,USA,2001-08-18,2001,8
26.7,21.6,24.2,0.0,11.4,New York,USA,2001-08-19,2001,8
28.1,21.6,24.1,12.6,10.4,New York,USA,2001-08-20,2001,8
27.6,19.8,23.5,0.0,13.3,New York,USA,2001-08-21,2001,8
29.3,18.8,24.1,0.0,11.1,New York,USA,2001-08-22,2001,8
28.9,18.2,22.8,12.1,11.2,New York,USA,2001-08-23,2001,8
26.9,18.4,22.4,0.3,15.1,New York,USA,2001-08-24,2001,8
24.9,18.3,21.1,0.0,13.0,New York,USA,2001-08-25,2001,8
25.7,17.0,21.6,0.0,14.8,New York,USA,2001-08-26,2001,8
28.0,20.6,23.3,13.4,14.4,New York,USA,2001-08-27,2001,8
29.1,19.3,24.1,0.0,13.5,New York,USA,2001-08-28,2001,8
26.8,18.1,22.5,0.0,12.3,New York,USA,2001-08-29,2001,8
26.4,17.1,22.0,0.6,17.8,New York,USA,2001-08-30,2001,8
28.3,21.6,24.1,4.6,15.0,New York,USA,2001-08-31,2001,8
25.6,18.2,22.5,0.0,17.1,New York,USA,2001-09-01,2001,9
21.8,14.5,18.1,0.0,14.1,New York,USA,2001-09-02,2001,9
23.9,14.6,19.3,0.0,14.6,New York,USA,2001-09-03,2001,9
26.4,15.8,20.9,1.6,12.0,New York,USA,2001-09-04,2001,9
24.2,16.8,20.1,0.0,15.9,New York,USA,2001-09-05,2001,9
25.1,13.4,19.1,0.0,9.3,New York,USA,2001-09-06,2001,9
28.0,15.2,21.4,0.0,12.6,New York,USA,2001-09-07,2001,9
28.1,17.2,22.3,0.0,14.3,New York,USA,2001-09-08,2001,9
27.9,17.6,22.6,0.0,16.0,New York,USA,2001-09-09,2001,9
28.4,20.0,23.2,5.5,13.9,New York,USA,2001-09-10,2001,9
26.5,16.6,21.4,0.0,15.3,New York,USA,2001-09-11,2001,9
24.6,15.2,20.0,0.0,15.8,New York,USA,2001-09-12,2001,9
28.9,15.3,21.8,0.0,12.4,New York,USA,2001-09-13,2001,9
19.7,12.0,14.2,16.1,22.4,New York,USA,2001-09-14,2001,9
19.2,10.9,15.0,0.0,16.0,New York,USA,2001-09-15,2001,9
21.6,9.8,16.1,0.0,7.9,New York,USA,2001-09-16,2001,9
23.3,11.8,17.6,0.0,11.2,New York,USA,2001-09-17,2001,9
24.5,12.2,18.5,0.0,7.7,New York,USA,2001-09-18,2001,9
24.1,14.2,19.2,0.0,16.5,New York,USA,2001-09-19,2001,9
22.7,18.2,19.7,21.0,16.8,New York,USA,2001-09-20,2001,9
23.5,18.6,20.0,6.3,13.8,New York,USA,2001-09-21,2001,9
25.2,17.7,20.7,1.2,10.2,New York,USA,2001-09-22,2001,9
24.3,15.1,19.8,0.0,9.2,New York,USA,2001-09-23,2001,9
23.9,18.1,21.0,1.5,20.6,New York,USA,2001-09-24,2001,9
21.2,15.9,19.7,16.0,22.5,New York,USA,2001-09-25,2001,9
17.4,10.1,14.0,0.0,16.8,New York,USA,2001-09-26,2001,9
17.8,10.0,13.8,0.0,16.0,New York,USA,2001-09-27,2001,9
16.7,8.9,13.0,1.8,14.4,New York,USA,2001-09-28,2001,9
16.3,10.9,13.3,0.1,24.8,New York,USA,2001-09-29,2001,9
11.6,9.6,10.6,13.9,25.0,New York,USA,2001-09-30,2001,9
13.7,8.9,10.5,22.2,23.1,New York,USA,2001-10-01,2001,10
22.5,9.0,15.1,0.0,12.9,New York,USA,2001-10-02,2001,10
25.7,11.7,17.8,0.0,13.3,New York,USA,2001-10-03,2001,10
25.8,14.2,19.5,0.0,14.3,New York,USA,2001-10-04,2001,10
25.2,12.8,19.0,0.0,17.1,New York,USA,2001-10-05,2001,10
19.6,11.5,16.4,4.0,24.5,New York,USA,2001-10-06,2001,10
13.7,7.1,10.1,0.0,25.8,New York,USA,2001-10-07,2001,10
11.8,4.2,7.5,0.0,20.1,New York,USA,2001-10-08,2001,10
14.6,4.1,9.2,0.0,12.6,New York,USA,2001-10-09,2001,10
19.3,6.4,12.3,0.0,13.2,New York,USA,2001-10-10,2001,10
22.5,9.7,15.4,0.0,12.1,New York,USA,2001-10-11,2001,10
22.8,10.2,16.1,0.0,8.8,New York,USA,2001-10-12,2001,10
22.5,13.3,16.8,0.5,12.8,New York,USA,2001-10-13,2001,10
17.7,13.9,15.4,0.0,17.6,New York,USA,2001-10-14,2001,10
19.7,11.8,16.4,6.1,18.5,New York,USA,2001-10-15,2001,10
18.6,9.0,14.0,0.6,23.8,New York,USA,2001-10-16,2001,10
13.8,8.3,10.8,0.7,31.1,New York,USA,2001-10-17,2001,10
13.3,5.5,8.6,0.0,18.8,New York,USA,2001-10-18,2001,10
16.1,4.1,10.0,0.0,14.2,New York,USA,2001-10-19,2001,10
20.4,7.5,13.1,0.0,13.0,New York,USA,2001-10-20,2001,10
22.2,8.4,14.8,0.0,18.9,New York,USA,2001-10-21,2001,10
21.8,11.4,16.4,0.3,14.3,New York,USA,2001-10-22,2001,10
19.9,12.7,16.3,0.0,17.8,New York,USA,2001-10-23,2001,10
24.9,15.6,19.5,0.0,10.2,New York,USA,2001-10-24,2001,10
23.0,14.3,18.7,0.2,22.1,New York,USA,2001-10-25,2001,10
13.6,7.3,11.3,0.0,28.1,New York,USA,2001-10-26,2001,10
10.4,4.8,7.3,0.0,23.1,New York,USA,2001-10-27,2001,10
10.2,3.6,6.2,0.0,17.9,New York,USA,2001-10-28,2001,10
13.8,1.4,7.2,0.0,10.8,New York,USA,2001-10-29,2001,10
14.9,6.7,10.1,0.0,13.3,New York,USA,2001-10-30,2001,10
12.7,4.3,8.9,0.0,13.3,New York,USA,2001-10-31,2001,10
19.6,7.7,13.4,0.0,13.4,New York,USA,2001-11-01,2001,11
22.7,12.4,16.8,0.0,18.1,New York,USA,2001-11-02,2001,11
19.6,11.4,16.4,2.7,18.2,New York,USA,2001-11-03,2001,11
15.7,6.6,11.2,0.0,14.8,New York,USA,2001-11-04,2001,11
11.1,6.0,7.9,0.0,33.0,New York,USA,2001-11-05,2001,11
12.3,4.5,7.6,0.0,23.0,New York,USA,2001-11-06,2001,11
17.4,6.8,11.2,0.0,23.0,New York,USA,2001-11-07,2001,11
13.2,4.0,8.8,0.0,16.1,New York,USA,2001-11-08,2001,11
11.5,4.2,8.8,0.0,25.8,New York,USA,2001-11-09,2001,11
14.9,2.9,8.2,0.0,16.5,New York,USA,2001-11-10,2001,11
8.7,2.6,6.6,0.0,24.9,New York,USA,2001-11-11,2001,11
9.4,-0.7,3.6,0.0,20.6,New York,USA,2001-11-12,2001,11
11.2,0.3,5.2,0.0,10.2,New York,USA,2001-11-13,2001,11
15.0,2.1,7.6,0.0,14.3,New York,USA,2001-11-14,2001,11
18.9,6.0,11.5,0.0,12.5,New York,USA,2001-11-15,2001,11
20.9,9.1,13.9,0.0,14.1,New York,USA,2001-11-16,2001,11
10.5,3.8,7.5,0.0,14.8,New York,USA,2001-11-17,2001,11
13.7,1.5,7.2,0.0,12.5,New York,USA,2001-11-18,2001,11
15.8,4.1,9.4,0.0,15.8,New York,USA,2001-11-19,2001,11
13.1,3.6,8.7,3.6,24.2,New York,USA,2001-11-20,2001,11
7.4,-1.1,3.4,0.0,11.2,New York,USA,2001-11-21,2001,11
11.9,-0.2,5.2,0.0,9.9,New York,USA,2001-11-22,2001,11
14.1,3.8,8.2,0.0,9.9,New York,USA,2001-11-23,2001,11
16.4,6.6,11.5,0.0,13.0,New York,USA,2001-11-24,2001,11
18.6,13.7,15.1,14.2,18.6,New York,USA,2001-11-25,2001,11
15.8,8.2,11.8,2.8,8.5,New York,USA,2001-11-26,2001,11
13.2,4.2,8.8,0.0,9.1,New York,USA,2001-11-27,2001,11
16.3,9.1,12.5,0.5,9.4,New York,USA,2001-11-28,2001,11
13.5,10.3,11.8,1.0,18.8,New York,USA,2001-11-29,2001,11
18.7,13.4,15.7,1.0,23.5,New York,USA,2001-11-30,2001,11
19.4,10.8,15.6,0.0,14.8,New York,USA,2001-12-01,2001,12
11.2,4.9,8.6,0.0,12.0,New York,USA,2001-12-02,2001,12
12.5,4.6,8.0,0.0,13.1,New York,USA,2001-12-03,2001,12
15.4,4.0,8.8,0.0,12.2,New York,USA,2001-12-04,2001,12
19.2,8.8,12.8,0.0,11.7,New York,USA,2001-12-05,2001,12
20.2,10.8,14.6,0.0,15.6,New York,USA,2001-12-06,2001,12
15.6,7.0,11.9,1.6,15.5,New York,USA,2001-12-07,2001,12
7.5,2.5,4.9,8.6,17.3,New York,USA,2001-12-08,2001,12
6.7,1.6,4.1,7.1,18.5,New York,USA,2001-12-09,2001,12
8.0,-0.6,3.7,0.0,6.4,New York,USA,2001-12-10,2001,12
10.8,4.2,7.1,0.6,15.5,New York,USA,2001-12-11,2001,12
8.6,3.2,6.0,0.0,15.6,New York,USA,2001-12-12,2001,12
12.4,8.4,10.7,0.4,12.4,New York,USA,2001-12-13,2001,12
15.5,9.8,11.5,4.7,19.7,New York,USA,2001-12-14,2001,12
15.6,2.2,7.6,0.0,27.0,New York,USA,2001-12-15,2001,12
5.8,-1.2,2.3,0.0,13.1,New York,USA,2001-12-16,2001,12
9.3,2.4,6.1,2.8,14.4,New York,USA,2001-12-17,2001,12
12.2,4.2,8.4,10.4,30.0,New York,USA,2001-12-18,2001,12
8.9,3.9,5.7,0.0,16.4,New York,USA,2001-12-19,2001,12
6.8,1.9,4.1,0.0,26.0,New York,USA,2001-12-20,2001,12
5.2,0.2,2.7,0.0,27.5,New York,USA,2001-12-21,2001,12
5.2,-1.9,1.1,0.0,15.3,New York,USA,2001-12-22,2001,12
7.9,-1.4,3.6,0.0,11.9,New York,USA,2001-12-23,2001,12
8.3,0.8,5.5,9.3,15.8,New York,USA,2001-12-24,2001,12
